movie_title,actor_1_name,actor_2_name,actor_3_name,director_name,genres,Combined
celebrity,Melanie Griffith,Aleksa Palladino,Greg Mottola,Woody Allen,Comedy Drama,celebrityMelanie GriffithAleksa PalladinoGreg MottolaWoody AllenComedy Drama
running with scissors,Jill Clayburgh,Joseph Cross,Dagmara Dominczyk,Ryan Murphy,Comedy Drama,running with scissorsJill ClayburghJoseph CrossDagmara DominczykRyan MurphyComedy Drama
from justin to kelly,Anika Noni Rose,Kelly Clarkson,Brian Dietzen,Robert Iscove,Comedy Musical Romance,from justin to kellyAnika Noni RoseKelly ClarksonBrian DietzenRobert IscoveComedy Musical Romance
girl 6,Michael Imperioli,Debi Mazar,Gretchen Mol,Spike Lee,Comedy Drama,girl 6Michael ImperioliDebi MazarGretchen MolSpike LeeComedy Drama
in the cut,Jennifer Jason Leigh,Nick Damici,Susan Gardner,Jane Campion,Mystery Thriller,in the cutJennifer Jason LeighNick DamiciSusan GardnerJane CampionMystery Thriller
two lovers,Isabella Rossellini,Vinessa Shaw,Samantha Ivers,James Gray,Drama Romance,two loversIsabella RosselliniVinessa ShawSamantha IversJames GrayDrama Romance
last orders,Bob Hoskins,Ray Winstone,JJ Feild,Fred Schepisi,Drama,last ordersBob HoskinsRay WinstoneJJ FeildFred SchepisiDrama
the host,Doona Bae,Kang-ho Song,Ah-sung Ko,Joon-ho Bong,Comedy Drama Horror Sci-Fi,the hostDoona BaeKang-ho SongAh-sung KoJoon-ho BongComedy Drama Horror Sci-Fi
the pursuit of d.b. cooper,Robert Duvall,Treat Williams,Paul Gleason,Roger Spottiswoode,Adventure Crime Thriller,the pursuit of d.b. cooperRobert DuvallTreat WilliamsPaul GleasonRoger SpottiswoodeAdventure Crime Thriller
ravenous,Jeremy Davies,Jeffrey Jones,David Arquette,Antonia Bird,Fantasy Horror Thriller,ravenousJeremy DaviesJeffrey JonesDavid ArquetteAntonia BirdFantasy Horror Thriller
charlie bartlett,Robert Downey Jr.,Megan Park,Hope Davis,Jon Poll,Comedy Drama Romance,charlie bartlettRobert Downey Jr.Megan ParkHope DavisJon PollComedy Drama Romance
the great beauty,Toni Servillo,Sabrina Ferilli,Serena Grandi,Paolo Sorrentino,Drama,the great beautyToni ServilloSabrina FerilliSerena GrandiPaolo SorrentinoDrama
the dangerous lives of altar boys,Kieran Culkin,Michael Harding,Jake Richardson,Peter Care,Comedy Drama,the dangerous lives of altar boysKieran CulkinMichael HardingJake RichardsonPeter CareComedy Drama
stoker,Mia Wasikowska,Alden Ehrenreich,Harmony Korine,Chan-wook Park,Drama Thriller,stokerMia WasikowskaAlden EhrenreichHarmony KorineChan-wook ParkDrama Thriller
2046,Li Gong,Tony Chiu Wai Leung,Maggie Cheung,Kar-Wai Wong,Drama Romance Sci-Fi,2046Li GongTony Chiu Wai LeungMaggie CheungKar-Wai WongDrama Romance Sci-Fi
married life,David Richmond-Peck,Erin Boyes,Timothy Webber,Ira Sachs,Crime Drama Romance,married lifeDavid Richmond-PeckErin BoyesTimothy WebberIra SachsCrime Drama Romance
duma,Eamonn Walker,Hope Davis,Campbell Scott,Carroll Ballard,Adventure Drama Family,dumaEamonn WalkerHope DavisCampbell ScottCarroll BallardAdventure Drama Family
ondine,Tony Curran,Stephen Rea,Alicja Bachleda,Neil Jordan,Drama Mystery Romance,ondineTony CurranStephen ReaAlicja BachledaNeil JordanDrama Mystery Romance
brother,Omar Epps,Tatyana Ali,James Shigeta,Takeshi Kitano,Crime Drama Thriller,brotherOmar EppsTatyana AliJames ShigetaTakeshi KitanoCrime Drama Thriller
welcome to collinwood,Michael Jeter,Isaiah Washington,Andy Davoli,Anthony Russo,Comedy Crime,welcome to collinwoodMichael JeterIsaiah WashingtonAndy DavoliAnthony RussoComedy Crime
critical care,Kyra Sedgwick,Anne Bancroft,Albert Brooks,Sidney Lumet,Comedy Drama,critical careKyra SedgwickAnne BancroftAlbert BrooksSidney LumetComedy Drama
the life before her eyes,Eva Amurri Martino,Lynn Cohen,Brett Cullen,Vadim Perelman,Drama Mystery Thriller,the life before her eyesEva Amurri MartinoLynn CohenBrett CullenVadim PerelmanDrama Mystery Thriller
darling companion,Dianne Wiest,Mark Duplass,Sam Shepard,Lawrence Kasdan,Comedy Drama Romance,darling companionDianne WiestMark DuplassSam ShepardLawrence KasdanComedy Drama Romance
trade,Zack Ward,Kate del Castillo,Alicja Bachleda,Marco Kreuzpaintner,Crime Drama Thriller,tradeZack WardKate del CastilloAlicja BachledaMarco KreuzpaintnerCrime Drama Thriller
fateless,Marcell Nagy,Péter Fancsikai,Bálint Péntek,Lajos Koltai,Drama Romance War,fatelessMarcell NagyPéter FancsikaiBálint PéntekLajos KoltaiDrama Romance War
breakfast of champions,Bruce Willis,Albert Finney,Omar Epps,Alan Rudolph,Comedy,breakfast of championsBruce WillisAlbert FinneyOmar EppsAlan RudolphComedy
cypher,David Hewlett,Jeremy Northam,Kari Matchett,Vincenzo Natali,Mystery Romance Sci-Fi Thriller,cypherDavid HewlettJeremy NorthamKari MatchettVincenzo NataliMystery Romance Sci-Fi Thriller
city of life and death,Ye Liu,Yuanyuan Gao,Ryu Kohata,Chuan Lu,Drama History War,city of life and deathYe LiuYuanyuan GaoRyu KohataChuan LuDrama History War
legend of kung fu rabbit,Jon Heder,Tom Arnold,Rebecca Black,Lijun Sun,Action Adventure Animation Comedy Family,legend of kung fu rabbitJon HederTom ArnoldRebecca BlackLijun SunAction Adventure Animation Comedy Family
space battleship yamato,Takuya Kimura,Meisa Kuroki,Hiroyuki Ikeuchi,Takashi Yamazaki,Action Adventure Drama Sci-Fi,space battleship yamatoTakuya KimuraMeisa KurokiHiroyuki IkeuchiTakashi YamazakiAction Adventure Drama Sci-Fi
5 days of war,Richard Coyle,Kenneth Cranham,Ana Imnadze,Renny Harlin,Action Drama War,5 days of warRichard CoyleKenneth CranhamAna ImnadzeRenny HarlinAction Drama War
triangle,Rachael Carpani,Michael Dorman,Emma Lung,Christopher Smith,Fantasy Mystery Thriller,triangleRachael CarpaniMichael DormanEmma LungChristopher SmithFantasy Mystery Thriller
10 days in a madhouse,Christopher Lambert,Kelly LeBrock,Alexandra Callas,Timothy Hines,Drama,10 days in a madhouseChristopher LambertKelly LeBrockAlexandra CallasTimothy HinesDrama
heaven is for real,Jacob Vargas,Connor Corum,Rob Moran,Randall Wallace,Biography Drama,heaven is for realJacob VargasConnor CorumRob MoranRandall WallaceBiography Drama
dancin' it's on,Gary Daniels,Matt Marr,Ginger Jensen,David Winters,Family Musical,dancin' it's onGary DanielsMatt MarrGinger JensenDavid WintersFamily Musical
pet sematary,Miko Hughes,Fred Gwynne,Denise Crosby,Mary Lambert,Fantasy Horror,pet semataryMiko HughesFred GwynneDenise CrosbyMary LambertFantasy Horror
madadayo,Tatsuo Matsumura,Tetsu Watanabe,Akira Terao,Akira Kurosawa,Drama,madadayoTatsuo MatsumuraTetsu WatanabeAkira TeraoAkira KurosawaDrama
the cry of the owl,Paddy Considine,Caroline Dhavernas,Charlotte Sullivan,Jamie Thraves,Drama Thriller,the cry of the owlPaddy ConsidineCaroline DhavernasCharlotte SullivanJamie ThravesDrama Thriller
a tale of three cities,Wei Tang,Ching Wan Lau,Hailu Qin,Mabel Cheung,Drama,a tale of three citiesWei TangChing Wan LauHailu QinMabel CheungDrama
gremlins,Phoebe Cates,Harry Carey Jr.,Zach Galligan,Joe Dante,Comedy Fantasy Horror,gremlinsPhoebe CatesHarry Carey Jr.Zach GalliganJoe DanteComedy Fantasy Horror
star wars: episode iv - a new hope,Harrison Ford,Peter Cushing,Kenny Baker,George Lucas,Action Adventure Fantasy Sci-Fi,star wars: episode iv - a new hopeHarrison FordPeter CushingKenny BakerGeorge LucasAction Adventure Fantasy Sci-Fi
dirty grandpa,Robert De Niro,Zoey Deutch,Jason Mantzoukas,Dan Mazer,Comedy,dirty grandpaRobert De NiroZoey DeutchJason MantzoukasDan MazerComedy
doctor zhivago,Julie Christie,Klaus Kinski,Geraldine Chaplin,David Lean,Drama Romance War,doctor zhivagoJulie ChristieKlaus KinskiGeraldine ChaplinDavid LeanDrama Romance War
trash,Wagner Moura,Selton Mello,Daniel Zettel,Stephen Daldry,Adventure Crime Drama Mystery Thriller,trashWagner MouraSelton MelloDaniel ZettelStephen DaldryAdventure Crime Drama Mystery Thriller
high school musical 3: senior year,Lucas Grabeel,Matt Prokop,Corbin Bleu,Kenny Ortega,Comedy Drama Family Music Musical Romance,high school musical 3: senior yearLucas GrabeelMatt ProkopCorbin BleuKenny OrtegaComedy Drama Family Music Musical Romance
the fighter,Christian Bale,Jack McGee,Melissa McMeekin,David O. Russell,Biography Drama Sport,the fighterChristian BaleJack McGeeMelissa McMeekinDavid O. RussellBiography Drama Sport
jackass number two,Bam Margera,Steve-O,Chris Pontius,Jeff Tremaine,Action Comedy Documentary,jackass number twoBam MargeraSteve-OChris PontiusJeff TremaineAction Comedy Documentary
my cousin vinny,Fred Gwynne,Bruce McGill,Lane Smith,Jonathan Lynn,Comedy Crime,my cousin vinnyFred GwynneBruce McGillLane SmithJonathan LynnComedy Crime
if i stay,Chloë Grace Moretz,Mireille Enos,Stacy Keach,R.J. Cutler,Drama Fantasy Music Romance,if i stayChloë Grace MoretzMireille EnosStacy KeachR.J. CutlerDrama Fantasy Music Romance
drive hard,Zoe Ventoura,Damien Garvey,Christopher Sommers,Brian Trenchard-Smith,Action Comedy Crime,drive hardZoe VentouraDamien GarveyChristopher SommersBrian Trenchard-SmithAction Comedy Crime
major league,Corbin Bernsen,Tom Berenger,Rene Russo,David S. Ward,Comedy Sport,major leagueCorbin BernsenTom BerengerRene RussoDavid S. WardComedy Sport
st. trinian's,Lily Cole,Rupert Everett,Tamsin Egerton,Oliver Parker,Comedy,st. trinian'sLily ColeRupert EverettTamsin EgertonOliver ParkerComedy
phone booth,Radha Mitchell,John Enos III,Richard T. Jones,Joel Schumacher,Crime Thriller,phone boothRadha MitchellJohn Enos IIIRichard T. JonesJoel SchumacherCrime Thriller
a walk to remember,Lauren German,Peter Coyote,Paz de la Huerta,Adam Shankman,Drama Romance,a walk to rememberLauren GermanPeter CoyotePaz de la HuertaAdam ShankmanDrama Romance
dead man walking,Lois Smith,Celia Weston,Robert Prosky,Tim Robbins,Crime Drama,dead man walkingLois SmithCelia WestonRobert ProskyTim RobbinsCrime Drama
cruel intentions,Sarah Michelle Gellar,Sean Patrick Thomas,Eric Mabius,Roger Kumble,Drama Romance,cruel intentionsSarah Michelle GellarSean Patrick ThomasEric MabiusRoger KumbleDrama Romance
saw vi,Costas Mandylor,Shawnee Smith,George Newbern,Kevin Greutert,Horror Mystery,saw viCostas MandylorShawnee SmithGeorge NewbernKevin GreutertHorror Mystery
the secret life of bees,Nate Parker,Alicia Keys,Jennifer Hudson,Gina Prince-Bythewood,Drama,the secret life of beesNate ParkerAlicia KeysJennifer HudsonGina Prince-BythewoodDrama
corky romano,Vincent Pastore,Vinessa Shaw,Peter Berg,Rob Pritts,Comedy Crime,corky romanoVincent PastoreVinessa ShawPeter BergRob PrittsComedy Crime
raising cain,Steven Bauer,Gabrielle Carteris,Gregg Henry,Brian De Palma,Crime Drama Thriller,raising cainSteven BauerGabrielle CarterisGregg HenryBrian De PalmaCrime Drama Thriller
f.i.s.t.,Sylvester Stallone,Peter Boyle,Rod Steiger,Norman Jewison,Drama,f.i.s.t.Sylvester StallonePeter BoyleRod SteigerNorman JewisonDrama
invaders from mars,Louise Fletcher,Bud Cort,William Bassett,Tobe Hooper,Horror Sci-Fi,invaders from marsLouise FletcherBud CortWilliam BassettTobe HooperHorror Sci-Fi
brooklyn,Julie Walters,Fiona Glascott,Eva Birthistle,John Crowley,Drama Romance,brooklynJulie WaltersFiona GlascottEva BirthistleJohn CrowleyDrama Romance
barry lyndon,Ryan O'Neal,Steven Berkoff,Hardy Krüger,Stanley Kubrick,Adventure Drama History War,barry lyndonRyan O'NealSteven BerkoffHardy KrügerStanley KubrickAdventure Drama History War
out cold,Lee Majors,Jason London,Thomas Lennon,Brendan Malloy,Comedy Sport,out coldLee MajorsJason LondonThomas LennonBrendan MalloyComedy Sport
the ladies man,Will Ferrell,John Witherspoon,Tim Meadows,Reginald Hudlin,Comedy,the ladies manWill FerrellJohn WitherspoonTim MeadowsReginald HudlinComedy
quartet,Luke Newberry,Sheridan Smith,Pauline Collins,Dustin Hoffman,Comedy Drama,quartetLuke NewberrySheridan SmithPauline CollinsDustin HoffmanComedy Drama
tomcats,Shannon Elizabeth,Jake Busey,David Ogden Stiers,Gregory Poirier,Comedy,tomcatsShannon ElizabethJake BuseyDavid Ogden StiersGregory PoirierComedy
frailty,Matthew McConaughey,Powers Boothe,Matt O'Leary,Bill Paxton,Crime Drama Thriller,frailtyMatthew McConaugheyPowers BootheMatt O'LearyBill PaxtonCrime Drama Thriller
woman in gold,Ryan Reynolds,Frances Fisher,Elizabeth McGovern,Simon Curtis,Biography Drama History,woman in goldRyan ReynoldsFrances FisherElizabeth McGovernSimon CurtisBiography Drama History
kinsey,Liam Neeson,Oliver Platt,Dylan Baker,Bill Condon,Biography Drama,kinseyLiam NeesonOliver PlattDylan BakerBill CondonBiography Drama
army of darkness,Patricia Tallman,Bridget Fonda,Embeth Davidtz,Sam Raimi,Comedy Fantasy Horror,army of darknessPatricia TallmanBridget FondaEmbeth DavidtzSam RaimiComedy Fantasy Horror
slackers,Jaime King,Gedde Watanabe,Jim Rash,Dewey Nicks,Comedy Romance,slackersJaime KingGedde WatanabeJim RashDewey NicksComedy Romance
what's eating gilbert grape,Johnny Depp,Leonardo DiCaprio,Kevin Tighe,Lasse Hallström,Drama Romance,what's eating gilbert grapeJohnny DeppLeonardo DiCaprioKevin TigheLasse HallströmDrama Romance
the visual bible: the gospel of john,Henry Ian Cusick,Alan Van Sprang,Scott Handy,Philip Saville,Biography Drama History,the visual bible: the gospel of johnHenry Ian CusickAlan Van SprangScott HandyPhilip SavilleBiography Drama History
vera drake,Eddie Marsan,Sally Hawkins,Imelda Staunton,Mike Leigh,Crime Drama,vera drakeEddie MarsanSally HawkinsImelda StauntonMike LeighCrime Drama
the guru,Michael McKean,Dash Mihok,Jimi Mistry,Daisy von Scherler Mayer,Comedy Music Romance,the guruMichael McKeanDash MihokJimi MistryDaisy von Scherler MayerComedy Music Romance
the perez family,Anjelica Huston,Chazz Palminteri,Vincent Gallo,Mira Nair,Comedy Drama Romance,the perez familyAnjelica HustonChazz PalminteriVincent GalloMira NairComedy Drama Romance
inside llewyn davis,Justin Timberlake,Max Casella,Alex Karpovsky,Ethan Coen,Drama Music,inside llewyn davisJustin TimberlakeMax CasellaAlex KarpovskyEthan CoenDrama Music
return to the blue lagoon,Milla Jovovich,Wayne Pygram,Lisa Pelikan,William A. Graham,Adventure Drama Romance,return to the blue lagoonMilla JovovichWayne PygramLisa PelikanWilliam A. GrahamAdventure Drama Romance
the molly maguires,Frank Finlay,Anthony Zerbe,Samantha Eggar,Martin Ritt,Drama History,the molly maguiresFrank FinlayAnthony ZerbeSamantha EggarMartin RittDrama History
romance & cigarettes,Kate Winslet,Steve Buscemi,Eddie Izzard,John Turturro,Comedy Musical Romance,romance & cigarettesKate WinsletSteve BuscemiEddie IzzardJohn TurturroComedy Musical Romance
copying beethoven,Phyllida Law,David Kennedy,Angus Barnett,Agnieszka Holland,Biography Drama Music,copying beethovenPhyllida LawDavid KennedyAngus BarnettAgnieszka HollandBiography Drama Music
poltergeist,Heather O'Rourke,Zelda Rubinstein,Craig T. Nelson,Tobe Hooper,Fantasy Horror,poltergeistHeather O'RourkeZelda RubinsteinCraig T. NelsonTobe HooperFantasy Horror
brighton rock,Sam Riley,Sean Harris,Geoff Bell,Rowan Joffe,Crime Drama Thriller,brighton rockSam RileySean HarrisGeoff BellRowan JoffeCrime Drama Thriller
saw v,Julie Benz,Costas Mandylor,Scott Patterson,David Hackl,Horror Mystery,saw vJulie BenzCostas MandylorScott PattersonDavid HacklHorror Mystery
machine gun mccain,John Cassavetes,Gena Rowlands,Britt Ekland,Giuliano Montaldo,Crime Drama Thriller,machine gun mccainJohn CassavetesGena RowlandsBritt EklandGiuliano MontaldoCrime Drama Thriller
lol,Nora Dunn,Lina Esco,Alix Freihage,Lisa Azuelos,Comedy Drama Romance,lolNora DunnLina EscoAlix FreihageLisa AzuelosComedy Drama Romance
jindabyne,John Howard,Deborra-Lee Furness,Max Cullen,Ray Lawrence,Crime Drama Mystery Thriller,jindabyneJohn HowardDeborra-Lee FurnessMax CullenRay LawrenceCrime Drama Mystery Thriller
kabhi alvida naa kehna,Shah Rukh Khan,John Abraham,Preity Zinta,Karan Johar,Drama,kabhi alvida naa kehnaShah Rukh KhanJohn AbrahamPreity ZintaKaran JoharDrama
an ideal husband,Minnie Driver,Rupert Everett,Jeremy Northam,Oliver Parker,Comedy Romance,an ideal husbandMinnie DriverRupert EverettJeremy NorthamOliver ParkerComedy Romance
the last days on mars,Romola Garai,Olivia Williams,Tom Cullen,Ruairi Robinson,Horror Sci-Fi Thriller,the last days on marsRomola GaraiOlivia WilliamsTom CullenRuairi RobinsonHorror Sci-Fi Thriller
darkness,Lena Olin,Giancarlo Giannini,Francesc Pagès,Jaume Balagueró,Horror,darknessLena OlinGiancarlo GianniniFrancesc PagèsJaume BalagueróHorror
2001: a space odyssey,Keir Dullea,Gary Lockwood,Glenn Beck,Stanley Kubrick,Adventure Mystery Sci-Fi,2001: a space odysseyKeir DulleaGary LockwoodGlenn BeckStanley KubrickAdventure Mystery Sci-Fi
e.t. the extra-terrestrial,Henry Thomas,Dee Wallace,Peter Coyote,Steven Spielberg,Family Sci-Fi,e.t. the extra-terrestrialHenry ThomasDee WallacePeter CoyoteSteven SpielbergFamily Sci-Fi
in the land of women,Kristen Stewart,Elena Anaya,Dustin Milligan,Jon Kasdan,Comedy Drama Romance,in the land of womenKristen StewartElena AnayaDustin MilliganJon KasdanComedy Drama Romance
the blue butterfly,William Hurt,Marc Donato,Raoul Max Trujillo,Léa Pool,Adventure Drama,the blue butterflyWilliam HurtMarc DonatoRaoul Max TrujilloLéa PoolAdventure Drama
there goes my baby,Ricky Schroder,Kelli Williams,Seymour Cassel,Floyd Mutrux,Comedy Drama,there goes my babyRicky SchroderKelli WilliamsSeymour CasselFloyd MutruxComedy Drama
lovesick            ,Antonia Thomas,Johnny Flynn,Hannah Britland,unknown,Comedy,lovesick            Antonia ThomasJohnny FlynnHannah BritlandunknownComedy
housefull,Arjun Rampal,Boman Irani,Riteish Deshmukh,Sajid Khan,Comedy,housefullArjun RampalBoman IraniRiteish DeshmukhSajid KhanComedy
september dawn,Jon Gries,Taylor Handley,Trent Ford,Christopher Cain,Drama History Romance Western,september dawnJon GriesTaylor HandleyTrent FordChristopher CainDrama History Romance Western
for greater glory: the true story of cristiada,Santiago Cabrera,Eduardo Verástegui,Catalina Sandino Moreno,Dean Wright,Drama History War,for greater glory: the true story of cristiadaSantiago CabreraEduardo VerásteguiCatalina Sandino MorenoDean WrightDrama History War
la famille bélier,Karin Viard,Eric Elmosnino,François Damiens,Eric Lartigau,Comedy Drama Music,la famille bélierKarin ViardEric ElmosninoFrançois DamiensEric LartigauComedy Drama Music
good will hunting,Robin Williams,Matt Damon,Minnie Driver,Gus Van Sant,Drama,good will huntingRobin WilliamsMatt DamonMinnie DriverGus Van SantDrama
misconduct,Al Pacino,Anthony Hopkins,Glen Powell,Shintaro Shimosawa,Drama Thriller,misconductAl PacinoAnthony HopkinsGlen PowellShintaro ShimosawaDrama Thriller
saw iii,Costas Mandylor,Shawnee Smith,Leigh Whannell,Darren Lynn Bousman,Horror Mystery,saw iiiCostas MandylorShawnee SmithLeigh WhannellDarren Lynn BousmanHorror Mystery
